"...1","artist_name","track_name","track_id","popularity","year","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","track_artist","track_album_id","track_album_name","track_album_release_date"
321062,"Bazzi","Beautiful (feat. Camila Cabello)","4VUwkH455At9kENOfzTqmF",70,2018,"dance",0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,180000,4,"Bazzi","6hCR3zQtRH0IgookOYt771","Beautiful (feat. Camila Cabello)","2018-08-02"
321065,"Tiësto","Jackie Chan","4kWO6O1BUXcZmaxitpVUwp",70,2018,"dance",0.747,0.834,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,215760,4,"Tiësto","0vRcQquqBlFvnezWldWfmt","Jackie Chan","2018-05-18"
321069,"Sabrina Carpenter","Sue Me","3WVhkjB7Y4xFruqoCAajBb",66,2018,"dance",0.46,0.809,6,-5.415,1,0.326,0.0422,5.04e-05,0.138,0.609,157.184,179227,4,"Sabrina Carpenter","29mlGxS6kxq1EHxlX1EAZK","Singular Act I","2018-11-09"
321070,"Cardi B","Ring (feat. Kehlani)","5DfWF0jqMgZDCiu9zJENTA",64,2018,"dance",0.767,0.543,1,-7.881,0,0.103,0.049,0,0.115,0.485,106.029,177140,4,"Cardi B","4KdtEKjY3Gi0mKiSdy96ML","Invasion of Privacy","2018-04-06"
321071,"Calvin Harris","Promises (with Sam Smith)","5N5k9nd479b1xpDZ4usjrg",74,2018,"dance",0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4,"Calvin Harris","2tpWgbBdzjkaJVJzR4T8y1","Promises (with Sam Smith)","2018-08-17"
321072,"Charlie Puth","How Long","6wmAHw1szh5RCKSRjiXhPe",71,2018,"dance",0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,200853,4,"Charlie Puth","0mZIUXje90JtHxPNzWsJNR","Voicenotes","2018-05-11"
321073,"Shawn Mendes","Lost In Japan","79esEXlqqmq0GPz0xQSZTV",70,2018,"dance",0.713,0.738,10,-6.784,1,0.374,0.255,0,0.106,0.425,105.027,201200,4,"Shawn Mendes","2VP96XdMOKTXefI8Nui23s","Shawn Mendes","2018-05-25"
321075,"Wiz Khalifa","Hopeless Romantic (feat. Swae Lee)","7IBSffWIu7P2MC7kMwy2FM",65,2018,"dance",0.877,0.477,9,-7.379,0,0.0587,0.307,0,0.0929,0.552,127.023,226743,4,"Wiz Khalifa","0YFou4SbS16F4GhSADLDfz","Rolling Papers 2","2018-07-13"
321076,"Nicki Minaj","Barbie Tingz","2qsQ8eVDPmobZpvDxQCVQu",64,2018,"dance",0.917,0.679,6,-6.083,1,0.266,0.0867,0,0.588,0.453,102.449,191700,4,"Nicki Minaj","0cjXPqSbbBhwSJiqkoyviO","Barbie Tingz","2018-04-12"
321077,"Lady Gaga","Shallow - Radio Edit","6QfS2wq5sSC1xAJCQsTSlj",72,2018,"dance",0.575,0.33,7,-6.557,1,0.031,0.416,0,0.0872,0.277,95.801,217213,4,"Lady Gaga","3edjzMAVB9RYRd4UcZBchx","A Star Is Born Soundtrack (Without Dialogue)","2018-10-05"
321079,"Burna Boy","Ye","3FskQrDXcY24ur2fCvz35O",68,2018,"dance",0.503,0.592,5,-5.923,0,0.444,0.0181,0.00014,0.169,0.344,201.85,231618,4,"Burna Boy","26du6obYLeY1vf6xIJ1l0D","Outside","2018-01-26"
321085,"Louis The Child","Better Not (with Wafia)","7n1940b6kHcaEewFSZXnXa",62,2018,"dance",0.783,0.537,9,-2.921,1,0.0795,0.278,0,0.229,0.393,113.988,222866,4,"Louis The Child","21R2CiMVZH2MY514Sq2DIG","Kids At Play- EP","2018-10-26"
321091,"NOTD","I Wanna Know (feat. Bea Miller)","18W92Zm1KjLCbUIszOhpkD",63,2018,"dance",0.661,0.725,6,-4.859,1,0.0563,0.0253,0,0.123,0.605,119.927,197939,4,"NOTD","2xqSl9X8ulJayI0KxABaLV","I Wanna Know (feat. Bea Miller)","2018-03-16"
321094,"Ariana Grande","sweetener","70khXICDeTTxgYtw3EysKH",63,2018,"dance",0.721,0.459,4,-6.408,1,0.032,0.248,0,0.212,0.46,119.914,208493,4,"Ariana Grande","3tx8gQqWbGwqIGZHqDNrGe","Sweetener","2018-08-17"
321095,"Ariana Grande","R.E.M","1xWH8zYtDeS9mW1JJG23VZ",63,2018,"dance",0.831,0.485,10,-6.677,0,0.15,0.375,1.47e-05,0.118,0.622,80.022,245667,4,"Ariana Grande","3tx8gQqWbGwqIGZHqDNrGe","Sweetener","2018-08-17"
321099,"Why Don't We","8 Letters","4zRZAmBQP8vhNPf9i9opXt",73,2018,"dance",0.607,0.478,1,-5.702,0,0.031,0.649,0,0.0928,0.255,88.979,190027,4,"Why Don't We","2qIbHfs93z6eDwGoAdCkXA","8 Letters","2018-08-31"
321102,"Becky G","Bubalu","7dNwJbsT0sg1le5kVugGJb",70,2018,"dance",0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"Becky G","6JEvViJkAj8GjJbTeU5I7q","Bubalu","2018-11-06"
321112,"Zedd","Happy Now","4keoy2fqgwGnbWlm3ZVZFa",67,2018,"dance",0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,207030,3,"Zedd","0JcW7yCW3Qj8uMfzO2lUDb","Happy Now","2018-07-18"
321115,"Martin Garrix","Ocean (feat. Khalid)","3nc420PXjTdBV5TN0gCFkS",66,2018,"dance",0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,216420,4,"Martin Garrix","1XQ6XbZ6ZM1V5iEtWlYDeH","Ocean (feat. Khalid)","2018-06-15"
321116,"Zara Larsson","Ruin My Life","5tAa8Uaqr4VvA3693mbIhU",64,2018,"dance",0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,190932,4,"Zara Larsson","2BM5FQCILC33Va2jOZ11Mu","Ruin My Life","2018-10-18"
321117,"Martin Garrix","High On Life (feat. Bonn)","4ut5G4rgB1ClpMTMfjoIuy",69,2018,"dance",0.414,0.486,6,-6.431,0,0.0311,0.0129,0,0.111,0.368,128.038,230762,4,"Martin Garrix","1GUfof1gHsqYjoHFym3aim","High On Life (feat. Bonn)","2018-07-29"
321118,"5 Seconds of Summer","Lie To Me (feat. Julia Michaels)","6GzApXoBQiiAjak3tOQfV3",66,2018,"dance",0.611,0.52,0,-5.445,1,0.0346,0.0132,0,0.105,0.771,159.927,149878,4,"5 Seconds of Summer","2rSrRHcfwJXxni8HczqKAT","Lie To Me (feat. Julia Michaels)","2018-12-21"
321119,"Clean Bandit","Solo (feat. Demi Lovato)","6kPJZM97LwdG9QIsT7khp6",68,2018,"dance",0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,222653,4,"Clean Bandit","1q7a5wZeti0neU2jDn8Dz3","Solo (feat. Demi Lovato)","2018-05-17"
321126,"The Chainsmokers","Hope","4BiiOzZCrXEzHRLYcYFiD5",64,2018,"dance",0.773,0.699,1,-5.982,0,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,180120,4,"The Chainsmokers","6ZvDJs17O3woQirttKRYCG","Sick Boy","2018-12-14"
321128,"Kygo","Happy Now","14sOS5L36385FJ3OL8hew4",67,2018,"dance",0.693,0.575,9,-6.998,1,0.0801,0.374,0,0.252,0.492,117.999,211362,4,"Kygo","6nAjd2MlBY1f1mNu6BsWLO","Happy Now","2018-10-26"
321130,"Becky G","Sin Pijama","2ijef6ni2amuunRoKTlgww",66,2018,"dance",0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560,4,"Becky G","6hAxqfWO3xDGzjs8yad1pB","Sin Pijama","2018-04-20"
321131,"Troye Sivan","My My My!","4NiehSBQthimPzRsVeOgCT",62,2018,"dance",0.701,0.458,1,-7.749,1,0.0836,0.00407,0.000151,0.045,0.482,102.967,204727,4,"Troye Sivan","3MYJYd73u0SatCnRVvRJ3M","Bloom","2018-08-31"
321134,"Troye Sivan","Dance To This (feat. Ariana Grande)","2NjO87HyT80fsgejd3PLYW",64,2018,"dance",0.736,0.756,11,-7.099,1,0.047,0.00632,0.00577,0.106,0.712,117.016,231847,4,"Troye Sivan","3MYJYd73u0SatCnRVvRJ3M","Bloom","2018-08-31"
321137,"Charlie Puth","The Way I Am","6qNALlmZa1ESnCxJmXE1K9",62,2018,"dance",0.755,0.769,10,-5.658,0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,186080,4,"Charlie Puth","0mZIUXje90JtHxPNzWsJNR","Voicenotes","2018-05-11"
321140,"Little Mix","Woman Like Me (feat. Nicki Minaj)","222B3aljXx6fFwKmFjuBED",65,2018,"dance",0.754,0.854,5,-3.449,0,0.0608,0.177,0,0.0808,0.8,75.002,229720,4,"Little Mix","7Ho8gAx4haSxv1eFLQwvTj","LM5 (Deluxe)","2018-11-16"
321144,"Sofía Reyes","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","4QtiVmuA88tPQiCOHZuQ5b",70,2018,"dance",0.792,0.895,1,-3.112,0,0.0589,0.165,0,0.0501,0.794,94.968,201526,4,"Sofia Reyes","1jHSAfCHKUFx5imuezI7HE","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","2018-02-16"
321147,"Cher Lloyd","None Of My Business","2SPEg45ZaUFJCg9GwNmRvw",61,2018,"dance",0.793,0.488,2,-5.807,0,0.0462,0.428,0,0.0823,0.5,133.957,184005,4,"Cher Lloyd","6Np7PYk4uftUoNc4hOKu8v","None Of My Business","2018-10-19"
321151,"Felix Jaehn","Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson)","3c8iiZGfEammKJuWTErE5x",71,2018,"dance",0.778,0.566,2,-6.959,0,0.0311,0.672,0.000197,0.0698,0.479,117.971,186147,4,"Felix Jaehn","2S56F6bIk01HboGbJJJ1IQ","I","2018-02-16"
321153,"Shakira","Clandestino","7DrluKkTviBwCc8AV3VGmf",67,2018,"dance",0.766,0.822,1,-4.126,0,0.16,0.39,3.37e-05,0.349,0.881,165.842,231921,4,"Shakira","1h1hnfRyc45IIDnxUCaGIf","Clandestino","2018-06-08"
321157,"Gryffin","Tie Me Down (with Elley Duhé)","4QVS8YCpK71R4FsxSMCjhP",62,2018,"dance",0.548,0.839,6,-2.371,1,0.0644,0.135,0,0.102,0.314,98.932,218296,4,"Gryffin","69t8rpgBN1ov5kCU6LDMuR","Tie Me Down (with Elley Duhé)","2018-08-03"
321162,"Vicetone","Walk Thru Fire","2wQ411UQL2MRsdAgPRUstT",63,2018,"dance",0.639,0.664,5,-4.926,1,0.0357,0.329,1.53e-06,0.382,0.351,116.028,194483,4,"Vicetone","19cloFhfD0cKbMEzUAxugB","Walk Thru Fire","2018-08-03"
321163,"The Chainsmokers","Somebody","0fTiDOXRNEN0lUeYGoSHml",60,2018,"dance",0.32,0.63,10,-7.019,0,0.0493,0.192,0,0.102,0.323,203.443,221987,4,"The Chainsmokers","6ZvDJs17O3woQirttKRYCG","Sick Boy","2018-12-14"
321190,"Alesso","REMEDY","6jreFSOTUAViWjKyzOC4Kg",63,2018,"dance",0.601,0.775,0,-4.612,1,0.0473,0.269,0,0.0883,0.483,119.964,190295,4,"Alesso","0LOJHhz9ybWLVMLucHYtCe","REMEDY","2018-08-31"
321196,"David Guetta","Like I Do","6RnkFd8Fqqgk1Uni8RgqCQ",63,2018,"dance",0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,4,"David Guetta","5oU1ROIHS6IOWnb87GWhqU","Like I Do","2018-02-22"
321206,"Thalia","No Me Acuerdo","1G586ld1gbaECg4Bc6w40O",65,2018,"dance",0.837,0.784,7,-4.531,0,0.101,0.175,0,0.0897,0.748,94.036,217653,4,"Thalía","2vcyOtFtWOYuQ6j4AH2FIG","Valiente","2018-11-09"
321217,"Tyga","SWISH","55GiOwtxNajXVbpjjIzMnD",60,2018,"dance",0.884,0.541,11,-5.608,1,0.221,0.0831,0,0.118,0.274,105.009,194936,4,"Tyga","4RH1KjpPQxqtOTyV6WikPh","SWISH","2018-07-25"
321238,"Becky G","Cuando Te Besé","2XXMDz7SPZ4mSFN1PXfHUy",66,2018,"dance",0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"Becky G","1rNj1DvnXIH5irucrzT4zo","Cuando Te Besé","2018-08-02"
321246,"Rita Ora","Let You Love Me","5Fla3zyOCcIRqrDoKLU0DP",64,2018,"dance",0.475,0.846,10,-3.344,1,0.283,0.275,0,0.0824,0.451,96.036,191120,4,"Rita Ora","6Vn8F3hERVHYYz5RfKmsAN","Phoenix (Deluxe Edition)","2018-11-23"
321354,"Armin van Buuren","Blah Blah Blah","2xkrujtSjZz7EKAYGbIIzH",66,2018,"dance",0.612,0.963,5,-3.912,0,0.0531,0.00897,0.00378,0.294,0.179,138.009,183519,4,"Armin van Buuren","1oqv6oabMXbNpgZ6gmjAIN","Blah Blah Blah","2018-05-18"
321537,"Robin Schulz","Speechless (feat. Erika Sirola)","1rCcsYnmqbMYdkG7kS9GC5",60,2018,"dance",0.574,0.728,1,-4.777,1,0.062,0.0161,1.42e-06,0.0851,0.266,125.047,214942,4,"Robin Schulz","6c9vwMfJN8ojcFFmPWEPRE","Speechless (feat. Erika Sirola)","2018-11-16"
327322,"Au/Ra","Panic Room","7uUahoeqGNRMbpdeiLj1rS",69,2018,"edm",0.495,0.426,8,-9.434,1,0.0736,0.152,5.65e-06,0.099,0.0636,97.91,237773,4,"Au/Ra","3F83QiIRImUneMzZdSaTTM","Panic Room","2018-02-09"
327323,"Silk City","Electricity (with Dua Lipa)","5N4erncE7kuUccm7zEmwzk",70,2018,"edm",0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173,4,"Silk City","429B3se6xtZuvblNnS2iy7","Electricity (with Dua Lipa)","2018-09-06"
327353,"CamelPhat","Breathe","6TR0FGw4zhlGbQALN065AI",61,2018,"edm",0.595,0.877,9,-7.414,0,0.0442,0.00646,0.0879,0.398,0.081,125.015,194233,4,"CamelPhat","7c4A33WznTkdnqBEmLsWWF","Breathe","2018-11-16"
327774,"Alec Benjamin","Let Me Down Slowly","2qxmye6gAegTMjLKEBoR3d",83,2018,"electro",0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,169354,4,"Alec Benjamin","6jKZplJpy21R5lHaYHHjmZ","Narrated For You","2018-11-16"
327775,"Alec Benjamin","Water Fountain","4IhKLu7Vk3j2TLmnFPl6To",75,2018,"electro",0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,218893,4,"Alec Benjamin","6jKZplJpy21R5lHaYHHjmZ","Narrated For You","2018-11-16"
327776,"Alec Benjamin","If We Have Each Other","7pT6WSg4PCt4mr5ZFyUfsF",74,2018,"electro",0.656,0.577,10,-5.566,0,0.0802,0.698,0,0.296,0.861,173.094,181522,4,"Alec Benjamin","6jKZplJpy21R5lHaYHHjmZ","Narrated For You","2018-11-16"
327782,"King Princess","1950","0CZ8lquoTX2Dkg7Ak2inwA",69,2018,"electro",0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,225133,4,"King Princess","5p0UaZsYWMn4L1dSpc6AhN","1950","2018-02-23"
327786,"SHAED","Trampoline","0lsRatBUs9HNIZAmoGABzk",62,2018,"electro",0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060,4,"SHAED","3WSazrD65bFptRnMvnesVH","MELT","2018-09-21"
327787,"Alan Walker","Darkside","6SRWhUJcD2YKahCwHavz3X",72,2018,"electro",0.43,0.606,4,-5.115,0,0.0431,0.131,0,0.173,0.123,169.988,211680,4,"Alan Walker","3nzuGtN3nXARvvecier4K0","Different World","2018-12-14"
327790,"Alan Walker","Lily","0lks2Kt9veMOFEAPN0fsqN",72,2018,"electro",0.423,0.634,6,-5.877,0,0.0578,0.196,0,0.189,0.467,150.978,195840,4,"Alan Walker","3nzuGtN3nXARvvecier4K0","Different World","2018-12-14"
327793,"Wisin & Yandel","Aullando","7BuHdm4lQqcyG3qTwdkxus",69,2018,"electro",0.8,0.74,10,-4.52,0,0.0479,0.184,0,0.0558,0.775,90.035,226200,4,"Wisin & Yandel","4zbMionGv9W33xjQfoMyuo","Los Campeones del Pueblo ""The Big Leagues""","2018-12-14"
327798,"Kailee Morgue","Siren","4xb8JHIN56xixSl6vkSPjm",61,2018,"electro",0.603,0.512,10,-6.687,0,0.0402,0.454,0.00014,0.154,0.271,145.91,200267,4,"Kailee Morgue","4VVcfdD0w5pUHN96udQQsi","Siren","2018-08-24"
327799,"Alan Walker","Ignite","1jLsirPDkUS2g4gnkYua58",69,2018,"electro",0.681,0.864,8,-4.3,0,0.116,0.0208,3.98e-06,0.192,0.479,90.008,210288,4,"Alan Walker","6Rg9tJW4DSAUyNp59VXzu1","Ignite","2018-05-11"
327800,"bülow","You & Jennifer","0g21KZ1XJuhwexWPLpuEt1",60,2018,"electro",0.752,0.698,11,-6.53,1,0.306,0.52,0,0.211,0.347,132.058,159453,4,"bülow","1gZ3Wi966cliRIktXiaWij","Damaged Vol. 2","2018-06-08"
327810,"Wisin & Yandel","Dame Algo","4ByaTrfoYbXrmlbsTG8MTD",60,2018,"electro",0.829,0.723,8,-3.743,0,0.105,0.176,0,0.0877,0.721,92.956,237907,4,"Wisin & Yandel","4zbMionGv9W33xjQfoMyuo","Los Campeones del Pueblo ""The Big Leagues""","2018-12-14"
327813,"Maribou State","Vale","58FsmlVRQxpjFmXF8vSKMT",62,2018,"electro",0.693,0.67,11,-8.863,0,0.0425,0.388,0.772,0.152,0.725,145.01,247623,4,"Maribou State","70FGsJuLXPQHYdKmEZZFq9","Kingdoms In Colour","2018-09-07"
327825,"Alan Walker","Lost Control","0lG6QM1jjbbX5UUn3DPmrZ",62,2018,"electro",0.736,0.555,4,-4.689,1,0.0757,0.0345,0.000157,0.0798,0.323,91.997,222320,4,"Alan Walker","3nzuGtN3nXARvvecier4K0","Different World","2018-12-14"
327838,"Alan Walker","Diamond Heart","0nrWZWkJM62ftQJSI8fDc0",60,2018,"electro",0.478,0.633,0,-6.19,1,0.0345,0.123,0,0.41,0.287,89.909,240333,4,"Alan Walker","3nzuGtN3nXARvvecier4K0","Different World","2018-12-14"
328648,"XXXTENTACION","Moonlight","0JP9xo3adEtGSdUEISiszL",81,2018,"emo",0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,"XXXTENTACION","2Ti79nwTsont5ZHfdxIzAm","?","2018-03-16"
328649,"XXXTENTACION","SAD!","3ee8Jmje8o58CHK66QrVC2",81,2018,"emo",0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4,"XXXTENTACION","2Ti79nwTsont5ZHfdxIzAm","?","2018-03-16"
328650,"Lil Peep","Falling Down - Bonus Track","4jvjzW7Hm0yK4LvvE0Paz9",79,2018,"emo",0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4,"Lil Peep","52JymrguPgkmmwLaWIusst","Come Over When You're Sober, Pt. 2","2018-11-09"
328669,"6ix9ine","KEKE","14PlDNjNh3pXyHXzkhX8n5",64,2018,"emo",0.599,0.857,7,-5.7,1,0.299,0.0321,0,0.4,0.469,187.985,151915,4,"6ix9ine","1ubczeMvCrPHbSEjgfu4a7","Day69: Graduation Day","2018-04-10"
328673,"XXXTENTACION","Arms Around You (feat. Maluma & Swae Lee)","2LskIZrCeLxRvCiGP8gxlh",68,2018,"emo",0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,198903,4,"XXXTENTACION","3FtwiRgtcCLAiKHDvoj7bO","Arms Around You (feat. Maluma & Swae Lee)","2018-10-25"
332132,"Xamã","Luxúria","5kuUOpHZlZjL8b7HXkxRsm",65,2018,"funk",0.737,0.564,7,-8.293,1,0.316,0.301,0,0.0985,0.684,140.075,185311,4,"Xamã","285LCOhTbxMYMSR5VOE2r3","Pecado Capital","2018-05-24"
340886,"Lil Baby","Drip Too Hard (Lil Baby & Gunna)","78QR3Wp35dqAhFEc2qAGjE",82,2018,"hip-hop",0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,145543,4,"Lil Baby","2yXnY2NiaZk9QiJJittS81","Drip Harder","2018-10-05"
340887,"Kendrick Lamar","All The Stars (with SZA)","3GCdLUSnKSMJhs4Tj6CV3s",83,2018,"hip-hop",0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4,"Kendrick Lamar","3pLdWdkj83EYfDN6H2N8MR","Black Panther The Album Music From And Inspired By","2018-02-09"
340888,"Lil Baby","Pure Cocaine","577YBGuskWkVDCxZrLRB4v",81,2018,"hip-hop",0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,4,"Lil Baby","4iF44RCCybJtkBkMoqrLW2","Street Gossip","2018-11-30"
340890,"21 Savage","a lot","2t8yVaLvJ0RenpXUIAC52d",80,2018,"hip-hop",0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4,"21 Savage","007DWn799UWvfY1wwZeENR","i am > i was","2018-12-21"
340892,"Drake","God's Plan","6DCZcSspjsKoFjzjrWoCdn",83,2018,"hip-hop",0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4,"Drake","1ATL5GLyefJaxhQzSPVrLX","Scorpion","2018-06-29"
340894,"Meek Mill","Going Bad (feat. Drake)","2IRZnDFmlqMuOrYOLnZZyc",77,2018,"hip-hop",0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522,4,"Meek Mill","6UYZEYjpN1DYRW0kqFy9ZE","Championships","2018-11-30"
340898,"Migos","Stir Fry","2UVbBKQOdFAekPTRsnkzcf",74,2018,"hip-hop",0.817,0.816,2,-5.402,1,0.269,0.00263,0,0.159,0.508,181.982,190288,4,"Migos","7fd7SEK25VS3gJAUgSwL6y","Culture II","2018-01-26"
340907,"Ski Mask The Slump God","Nuketown (feat. Juice WRLD)","74lnM5V6ecvoTPV0fvptx9",73,2018,"hip-hop",0.808,0.617,10,-9.32,0,0.442,0.113,0,0.734,0.632,149.962,166400,4,"Ski Mask The Slump God","0z0z4DcXhHiobX5ZKAw8Qn","STOKELEY","2018-11-30"
340910,"Ski Mask The Slump God","Faucet Failure","1ThmUihH9dF8EV08ku5AXN",73,2018,"hip-hop",0.935,0.552,10,-9.373,0,0.335,0.111,0,0.0952,0.615,99.993,145627,4,"Ski Mask The Slump God","0z0z4DcXhHiobX5ZKAw8Qn","STOKELEY","2018-11-30"
340914,"Aminé","REEL IT IN","5qHirGR7M9tdm6C17DlzSY",73,2018,"hip-hop",0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,121347,4,"Aminé","4mwO9qIVmngSe7yR5Ios0I","ONEPOINTFIVE","2018-08-15"
340915,"Lil Baby","Ready (feat. Gunna)","4F6yN5FsFW10Ucx7cLCzBh",72,2018,"hip-hop",0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,77.027,213287,4,"Lil Baby","4iF44RCCybJtkBkMoqrLW2","Street Gossip","2018-11-30"
340916,"Future","Fine China","5274I4mUMnYczyeXkGDWZN",71,2018,"hip-hop",0.656,0.542,7,-7.358,1,0.323,0.0484,0,0.126,0.551,166.111,141587,4,"Future","6P9PZjWXoCRF5b66BafPKY","Future & Juice WRLD Present... WRLD ON DRUGS","2018-10-19"
340917,"Gucci Mane","Wake Up in the Sky","0QIjsbm2fh1cJ45XO9eGqq",75,2018,"hip-hop",0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.359,0.367,143.01,204665,4,"Gucci Mane","7mkyc2BUahNfo0orKzqNGB","Wake Up in the Sky","2018-09-14"
340922,"6LACK","Pretty Little Fears (feat. J. Cole)","4at3d5QWnlibMVN75ECDrp",72,2018,"hip-hop",0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099,240342,4,"6LACK","3fc97ZWLIMc1xawhxbKrh2","East Atlanta Love Letter","2018-09-14"
340927,"Eminem","Lucky You (feat. Joyner Lucas)","60SdxE8apGAxMiRrpbmLY0",73,2018,"hip-hop",0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,244679,4,"Eminem","3HNnxK7NgLXbDoxRZxNWiR","Kamikaze","2018-08-31"
340932,"Drake","In My Feelings","2G7V7zsVDxg1yRsu7Ew9RJ",74,2018,"hip-hop",0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,4,"Drake","1ATL5GLyefJaxhQzSPVrLX","Scorpion","2018-06-29"
340936,"Jay Rock","King's Dead (with Kendrick Lamar, Future & James Blake)","51rXHuKN8Loc4sUlKPODgH",69,2018,"hip-hop",0.645,0.705,1,-5.008,1,0.299,0.000813,0,0.128,0.376,137.133,229670,4,"Jay Rock","1NXM5lF9YB7a3f1e4R48oH","King's Dead (with Kendrick Lamar, Future & James Blake)","2018-01-12"
340941,"Migos","MotorSport","4wFjTWCunQFKtukqrNijEt",70,2018,"hip-hop",0.904,0.518,2,-5.32,1,0.183,0.0305,0,0.325,0.188,137.996,303077,4,"Migos","7fd7SEK25VS3gJAUgSwL6y","Culture II","2018-01-26"
340943,"Migos","Narcos","0wbnC9AUenxp613TYaJsGK",69,2018,"hip-hop",0.936,0.585,0,-6.914,1,0.125,0.0142,0,0.132,0.242,124.991,255379,4,"Migos","7fd7SEK25VS3gJAUgSwL6y","Culture II","2018-01-26"
340947,"Rich The Kid","Plug Walk","1ZAyjvIk9YiD76yYy0TEG6",69,2018,"hip-hop",0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,175230,4,"Rich The Kid","1Hno6CtKbaFNAEPjRHDrc6","The World Is Yours","2018-03-30"
340949,"KIDS SEE GHOSTS","Reborn","4RVbK6cV0VqWdpCDcx3hiT",68,2018,"hip-hop",0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,324674,4,"KIDS SEE GHOSTS","6pwuKxMUkNg673KETsXPUV","KIDS SEE GHOSTS","2018-06-08"
340951,"Nio Garcia","Te Boté - Remix","3V8UKqhEK5zBkBb6d6ub8i",75,2018,"hip-hop",0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,"Nio Garcia","42wLKnuGyBLGWwH89lnimL","Te Boté (Remix)","2018-04-13"
340953,"Childish Gambino","This Is America","0b9oOr2ZgvyQu88wzixux9",69,2018,"hip-hop",0.854,0.463,5,-6.159,1,0.137,0.117,0,0.354,0.549,120.024,225773,4,"Childish Gambino","7arx9qPJexCsDz67El4qvk","This Is America","2018-05-06"
340956,"Eminem","Venom - Music From The Motion Picture","2SL6oP2YAEQbqsrkOzRGO4",73,2018,"hip-hop",0.749,0.794,0,-5.063,1,0.064,0.0193,0,0.543,0.46,135.959,269554,4,"Eminem","3HNnxK7NgLXbDoxRZxNWiR","Kamikaze","2018-08-31"
340957,"Mac Miller","Ladders","39NDBdU5Xkm5pCFGa5kZtI",70,2018,"hip-hop",0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961,287040,4,"Mac Miller","5wtE5aLX5r7jOosmPhJhhk","Swimming","2018-08-03"
