"...1","artist_name","track_name","track_id","popularity","year","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","track_artist","track_album_id","track_album_name","track_album_release_date"
245703,"Glass Animals","Life Itself","32zkKx35Et6A515oZKxDkD",61,2016,"indie-pop",0.699,0.67,1,-6.219,1,0.0347,0.0147,0.22,0.356,0.556,111.988,281407,4,"Glass Animals","6qb9MDR0lfsN9a2pw77uJy","How To Be A Human Being","2016-08-26"
245710,"EDEN","sex","26ZX2JrAb8AFbr8FFfAsO7",62,2016,"indie-pop",0.413,0.521,9,-4.469,1,0.0466,0.162,0,0.323,0.532,103.391,218808,4,"EDEN","7AVvQhnDEUidKyJsXmQ7ju","i think you think too much of me","2016-08-19"
248389,"I Prevail","Scars","6WaYiQUPel70HUaCZj5eND",63,2016,"metal",0.505,0.964,7,-3.673,1,0.0718,9.97e-05,2.85e-06,0.113,0.571,138.021,229773,4,"I Prevail","1GpxP0nEqmQoQimVAp8bAZ","Lifelines","2016-10-21"
254814,"Fitz and The Tantrums","HandClap","4qRaZYiaOsSvWC7VgcxrI0",64,2017,"alt-rock",0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,193253,4,"Fitz and The Tantrums","4eoIRaV8z8v2LaXQSWy2LC","Fitz and The Tantrums (Deluxe Edition)","2017-07-24"
254819,"Hippo Campus","Buttercup","6iCJCZqDJjmBxt07Oid6FI",62,2017,"alt-rock",0.623,0.763,9,-4.412,1,0.0719,0.199,6.52e-06,0.126,0.199,108.871,226610,4,"Hippo Campus","0vb1g018puu47StlIi9wxC","Landmark","2017-02-24"
254847,"Wrabel","The Village","6epvwUINain4iSHCTWA0sj",63,2017,"alt-rock",0.55,0.363,5,-7.326,1,0.0336,0.534,0,0.128,0.286,121.94,230293,4,"Wrabel","1tVsOrPK4fwQB6kN7jIZxy","The Village","2017-07-27"
254859,"Portugal. The Man","Live in the Moment","60eOMEt3WNVX1m1jmApmnX",60,2017,"alt-rock",0.546,0.583,6,-7.317,0,0.0348,0.002,0.173,0.115,0.235,128.017,246787,4,"Portugal. The Man","4VzzEviJGYUtAeSsJlI9QB","Woodstock","2017-06-16"
260277,"Mac Ayres","Easy","58dSdjfEYNSxte1aNVxuNf",63,2017,"chill",0.722,0.282,5,-7.484,1,0.106,0.373,0.00557,0.147,0.217,91.367,314358,4,"Mac Ayres","0qQKOuHPlCPKaNgeOh3ytH","Drive Slow","2017-08-11"
260279,"Saib","Sakura Trees","3F0mcxksBp33QrL6oyjvLN",60,2017,"chill",0.643,0.56,0,-7.295,1,0.0354,0.204,0.197,0.0908,0.521,79.986,99997,4,"Saib","5mgVRRHjtl9fSY3rUHysJx","Buena Vista","2017-03-10"
263882,"Brett Young","In Case You Didn't Know","10M2Ex445zw585Ducldzkw",74,2017,"country",0.607,0.536,10,-7.306,1,0.0305,0.386,0,0.102,0.434,147.986,224853,4,"Brett Young","6MTPPsqX8KnmDWmnQmbxJ5","Brett Young","2017-02-10"
264768,"The Chainsmokers","Something Just Like This","6RUKPb4LETWmmr3iAEQktW",83,2017,"dance",0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4,"The Chainsmokers","4JPguzRps3kuWDD5GS6oXr","Memories...Do Not Open","2017-04-07"
264769,"Marshmello","Silence","7vGuf3Y35N4wmASOKLUVVU",79,2017,"dance",0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,"Marshmello","2bw00gRKNKbTFOqCkohbSh","Silence","2017-08-11"
264770,"Shawn Mendes","There's Nothing Holdin' Me Back","7JJmb5XwzOO8jgpou264Ml",85,2017,"dance",0.866,0.813,11,-4.063,0,0.0554,0.38,0,0.0779,0.969,121.998,199440,4,"Shawn Mendes","3wBabo4pmzsYjALMSKY7Iq","Illuminate (Deluxe)","2017-04-20"
264771,"Shawn Mendes","Treat You Better","3QGsuHI8jO1Rx4JWLUh9jd",83,2017,"dance",0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,187973,4,"Shawn Mendes","1ne2D0NxoGyZd31gAM4HNd","Illuminate","2017-04-20"
264772,"Miguel","Sky Walker (feat. Travis Scott)","5WoaF1B5XIEnWfmb5NZikf",72,2017,"dance",0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965,259333,4,"Miguel","05LEST8E8mkEIl2LRfUkcI","War & Leisure","2017-12-01"
264774,"Halsey","Bad At Love","7y9iMe8SOB6z3NoHE2OfXl",72,2017,"dance",0.675,0.751,0,-3.539,1,0.0296,0.0604,0,0.0893,0.612,118.384,181279,4,"Halsey","7GjG91tyHQNGEHzKJaqOi0","hopeless fountain kingdom (Deluxe)","2017-06-02"
264775,"Loud Luxury","Body","21RzyxY3EFaxVy6K4RqaU9",73,2017,"dance",0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,163216,4,"Loud Luxury","3HwBA7xp3XTbFiNzU7gjwp","Body","2017-10-27"
264778,"Bebe Rexha","Meant to Be (feat. Florida Georgia Line)","7iDa6hUg2VgEL1o1HjmfBn",73,2017,"dance",0.643,0.783,10,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084,163870,4,"Bebe Rexha","6t5D6LEgHxqUVOxJItkzfb","All Your Fault: Pt. 2","2017-08-11"
264780,"Selena Gomez","Wolves","0tBbt8CrmxbjRP0pueQkyU",79,2017,"dance",0.724,0.804,11,-4.614,0,0.0448,0.124,0,0.204,0.306,124.987,197993,4,"Selena Gomez","5gQZvWM1o8NkQndueJtZcP","Wolves","2017-10-25"
264781,"Dua Lipa","New Rules","2ekn2ttSfGqwhhate0LSR0",79,2017,"dance",0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,"Dua Lipa","01sfgrNbnnPUEyz6GZYlt9","Dua Lipa (Deluxe)","2017-06-02"
264782,"Halsey","Walls Could Talk","5ln5yQdUywVbf8HhFsOcd6",74,2017,"dance",0.626,0.423,1,-6.035,1,0.0513,0.128,0,0.18,0.571,95.162,101790,4,"Halsey","7GjG91tyHQNGEHzKJaqOi0","hopeless fountain kingdom (Deluxe)","2017-06-02"
264784,"Kygo","It Ain’t Me (with Selena Gomez)","12GEpg2XOPyqk03JZEZnJs",65,2017,"dance",0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,220781,4,"Kygo","4VNy5ifZtW3E9SgffbGEti","It Ain't Me","2017-02-17"
264786,"Calvin Harris","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","5bcTCxgc7xVfSaMV3RuVke",75,2017,"dance",0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,223413,4,"Calvin Harris","2HaqChIDc5go3qxVunBDK0","Funk Wav Bounces Vol.1","2017-06-30"
264787,"Calvin Harris","Slide (feat. Frank Ocean & Migos)","7tr2za8SQg2CI8EDgrdtNl",70,2017,"dance",0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813,4,"Calvin Harris","2HaqChIDc5go3qxVunBDK0","Funk Wav Bounces Vol.1","2017-06-30"
264788,"Zedd","Stay","6uBhi9gBXWjanegOb2Phh0",74,2017,"dance",0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,210091,4,"Zedd","1I4W7JKzYbl8VKRfD61DIS","Stay","2017-02-23"
264789,"Bruno Mars","Finesse - Remix; feat. Cardi B","3Vo4wInECJQuz9BIBMOu8i",72,2017,"dance",0.704,0.859,5,-4.877,0,0.0996,0.0185,0,0.0215,0.926,105.115,217289,4,"Bruno Mars","3mumK2ar9b4JPhVOZR0V2p","Finesse (Remix) [feat. Cardi B]","2017-12-20"
264791,"Dua Lipa","IDGAF","76cy1WJvNGJTj78UqeA5zr",77,2017,"dance",0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,217947,4,"Dua Lipa","01sfgrNbnnPUEyz6GZYlt9","Dua Lipa (Deluxe)","2017-06-02"
264792,"Miguel","Come Through and Chill (feat. J. Cole & Salaam Remi)","1m8WpLYXEiNVZchsWEcCSy",67,2017,"dance",0.461,0.653,6,-8.617,1,0.327,0.158,0,0.197,0.588,81.628,322000,1,"Miguel","05LEST8E8mkEIl2LRfUkcI","War & Leisure","2017-12-01"
264796,"Axwell /\ Ingrosso","More Than You Know","6h5PAsRni4IRlxWr6uDPTP",77,2017,"dance",0.646,0.741,5,-4.973,0,0.034,0.0275,0,0.312,0.571,123.077,203000,4,"Axwell /\ Ingrosso","6Ei5WWek37m1x9AjpSXTcJ","More Than You Know","2017-07-28"
264799,"Shakira","Chantaje (feat. Maluma)","6mICuAdrwEjh6Y6lroV2Kg",76,2017,"dance",0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,195840,4,"Shakira","6bUxh58rYTL67FS8dyTKMN","El Dorado","2017-05-26"
264801,"Zac Efron","Rewrite The Stars","65fpYBrI8o2cfrwf2US4gq",71,2017,"dance",0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,217440,4,"Zac Efron","7ayBZIe1FHkNv0T5xFCX6F","The Greatest Showman (Original Motion Picture Soundtrack)","2017-12-08"
264802,"Zara Larsson","Never Forget You","6hmhG1b4LEyNuashVvuIAo",71,2017,"dance",0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,213428,4,"Zara Larsson","5YLRVHDVRw3QqWbeTGpC5B","So Good","2017-03-17"
264803,"Avicii","Without You (feat. Sandro Cavazza)","6Pgkp4qUoTmJIPn7ReaGxL",77,2017,"dance",0.662,0.858,2,-4.844,1,0.0428,0.00163,0,0.0456,0.295,133.993,181673,4,"Avicii","1m3mf7xkXIwssVriaaTjOS","AVĪCI (01)","2017-08-10"
264804,"Hailee Steinfeld","Most Girls","10GJQkjRJcZhGTLagFOC62",69,2017,"dance",0.756,0.572,9,-7.019,1,0.0763,0.0478,0,0.0853,0.417,102.986,204400,4,"Hailee Steinfeld","4w5LxfyoOPHkGJZrco1UT5","Most Girls","2017-04-28"
264805,"Martin Garrix","Scared to Be Lonely","3ebXMykcMXOcLeJ9xZ17XH",76,2017,"dance",0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,220883,4,"Martin Garrix","2v9rQe4F8fVSh5v8bAq0jF","Scared to Be Lonely","2017-01-27"
264807,"Jason Derulo","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","6kex4EBAj0WHXDKZMEJaaF",73,2017,"dance",0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,216409,4,"Jason Derulo","2e5CxfyEwBW115beiwh7Mc","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","2017-02-23"
264808,"Gryffin","Feel Good (feat. Daya)","0Ev562zA4pmUsBqjxsxxdx",64,2017,"dance",0.625,0.707,2,-4.761,1,0.0337,0.22,0,0.213,0.479,138.064,248156,4,"Gryffin","1fP5UnRB0WNWNHSZRHsRCR","Feel Good (feat. Daya)","2017-03-03"
264810,"Selena Gomez","Bad Liar","2fZQIJew3nkNe99s2PKzul",68,2017,"dance",0.965,0.414,1,-6.408,1,0.0713,0.189,0,0.0767,0.728,121.032,214648,4,"Selena Gomez","1iuzMKNzVo8HJ67eW32YMr","Bad Liar","2017-05-18"
264811,"Clean Bandit","Symphony (feat. Zara Larsson)","1x5sYLZiu9r5E43kMlt9f8",72,2017,"dance",0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459,4,"Clean Bandit","4b13SJlne61y53KSEwuQtD","Symphony (feat. Zara Larsson)","2017-03-16"
264817,"Liam Payne","Strip That Down","4Ro98RCK90oHqqSZUnTFq5",64,2017,"dance",0.874,0.497,6,-5.484,1,0.0562,0.22,0,0.0761,0.542,106.023,204502,4,"Liam Payne","4PrFFsJ2WAD46IXNdfx2dx","Strip That Down","2017-05-18"
264819,"David Guetta","2U","762UXiwEHYY97VL45sAUPR",60,2017,"dance",0.551,0.651,8,-5.828,0,0.0594,0.225,0,0.224,0.562,144.875,194907,4,"David Guetta","0EYVu7ginQ5nPsQj3woBAQ","2U","2017-06-09"
264824,"Miguel","Banana Clip","6xagjcywpcyNFghafZPQJv",60,2017,"dance",0.638,0.708,1,-5.342,0,0.0754,0.0973,0,0.177,0.606,84.978,201627,4,"Miguel","05LEST8E8mkEIl2LRfUkcI","War & Leisure","2017-12-01"
264826,"Avicii","Lonely Together (feat. Rita Ora)","75NhhYjHO43mvZgYtnXgti",69,2017,"dance",0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,181812,4,"Avicii","1m3mf7xkXIwssVriaaTjOS","AVĪCI (01)","2017-08-10"
264832,"Blasterjaxx","Narco","4TuNI3WEMyLQAKRMJmcQdA",65,2017,"dance",0.764,0.943,8,-4.047,1,0.0711,0.00784,0.104,0.0699,0.207,129.961,208635,4,"Blasterjaxx","1lINYBzMLR4DYFverdCmPK","Narco","2017-11-13"
264836,"Shakira","Perro Fiel (feat. Nicky Jam)","70lnL3QaSOIIyMa2X9aVRL",70,2017,"dance",0.75,0.76,1,-4.836,1,0.198,0.187,0,0.0548,0.893,183.817,195213,4,"Shakira","6bUxh58rYTL67FS8dyTKMN","El Dorado","2017-05-26"
264837,"Lady Gaga","The Cure","34oB5r0lcN3fYWCs2uA1k5",64,2017,"dance",0.697,0.506,8,-4.863,1,0.0325,0.0792,0,0.0893,0.516,100.002,211364,4,"Lady Gaga","2yaSZnZhaxsbQ5xhgGbw3g","The Cure","2017-04-16"
264838,"Zara Larsson","Ain't My Fault","0ADG9OgdVTL7fgREP75BrZ",66,2017,"dance",0.576,0.782,6,-4.825,0,0.0296,0.00778,0,0.285,0.355,141.153,224031,4,"Zara Larsson","5YLRVHDVRw3QqWbeTGpC5B","So Good","2017-03-17"
264851,"Shakira","Me Enamoré","4qknM1pQz53QOyfDVTjcM9",68,2017,"dance",0.74,0.879,9,-2.251,0,0.105,0.193,8.25e-05,0.0928,0.948,103.71,226893,4,"Shakira","6bUxh58rYTL67FS8dyTKMN","El Dorado","2017-05-26"
264861,"Martin Garrix","There for You","6jA8HL9i4QGzsj6fjoxp8Y",66,2017,"dance",0.611,0.644,6,-7.607,0,0.0553,0.124,0,0.124,0.13,105.969,221904,4,"Martin Garrix","0OK35duHpTPnvqya2d4pnn","There for You","2017-05-26"
264868,"Kygo","Remind Me to Forget","6xTU6B6nFwKKTSZ9ySXS80",60,2017,"dance",0.689,0.505,0,-6.389,1,0.0933,0.158,0,0.138,0.312,99.017,217293,4,"Kygo","47oyrKaeobswT4T8zyaxdM","Kids in Love","2017-11-03"
264880,"Becky G","Mayores","7JNh1cfm0eXjqFVOzKLyau",62,2017,"dance",0.743,0.855,5,-3.976,0,0.0436,0.141,0.0045,0.099,0.871,96.989,202453,4,"Becky G","1oOtMDLY2ezuvrvodAxj8o","Mayores","2017-07-14"
264881,"Kygo","Stargazing","0Zbbxnx4SGGHoIow4PpISP",65,2017,"dance",0.677,0.497,5,-5.763,1,0.0809,0.152,0,0.0911,0.419,99.137,236853,4,"Kygo","2sPYPyDFwgi1jrRTGhoxq2","Stargazing - EP","2017-09-21"
264884,"Kygo","First Time","2Gl0FzuLxflY6nPifJp5Dr",63,2017,"dance",0.633,0.592,0,-7.245,0,0.112,0.197,0,0.099,0.679,90.066,193511,4,"Kygo","6wu7tiTr8zchRG7PWwTOK1","First Time","2017-04-28"
264889,"Martin Garrix","So Far Away (feat. Jamie Scott & Romy Dya)","0OlnLZY4cmQzT6ZGttvWBM",65,2017,"dance",0.526,0.52,6,-7.985,0,0.0569,0.435,0,0.197,0.13,149.119,183637,4,"Martin Garrix","3jMnO9ehAlTTCxNeVMu1zY","So Far Away (feat. Jamie Scott & Romy Dya)","2017-12-01"
264899,"Camila Cabello","Havana - Remix","3whrwq4DtvucphBPUogRuJ",61,2017,"dance",0.751,0.579,2,-4.036,1,0.0321,0.398,2.28e-05,0.133,0.349,105.031,199095,4,"Camila Cabello","3g56eEg5YgMf3LZPHCMOx2","Havana (Remix)","2017-11-12"
264907,"Sigala","Came Here for Love","3kGfazcbVvVkuZunzlLgTD",61,2017,"dance",0.708,0.868,6,-3.287,1,0.0431,0.0313,0,0.122,0.72,124.994,202999,4,"Sigala","22x1g0NEicPMxuEOXlGUw5","Came Here for Love","2017-06-09"
264909,"Jason Derulo","Tip Toe (feat. French Montana)","2z4pcBLQXF2BXKFvd0BuB6",61,2017,"dance",0.845,0.709,10,-4.547,0,0.0714,0.0233,0,0.094,0.62,98.062,187521,4,"Jason Derulo","6W6kkscDtohJAnJ9M8Nc5b","Tip Toe (feat. French Montana)","2017-11-10"
264910,"MK","17","15DwFznkBJir7AK9PyMyRR",62,2017,"dance",0.703,0.832,0,-7.202,0,0.0689,0.00149,0.127,0.0696,0.667,122.029,196489,4,"MK","0K1826JxL1dViQBsEKApN5","17","2017-09-01"
264913,"DJ Snake","A Different Way (with Lauv)","1YMBg7rOjxzbya0fPOYfNX",63,2017,"dance",0.784,0.757,8,-3.912,1,0.0384,0.495,1.18e-06,0.142,0.587,104.996,198286,4,"DJ Snake","4PSoaA9rxBDYfrROdI17b9","A Different Way (with Lauv)","2017-09-21"
264916,"Axwell /\ Ingrosso","Sun Is Shining","4b2tcjrG1qUkSdsqEFP2dB",66,2017,"dance",0.467,0.757,2,-3.01,1,0.0517,0.0866,0,0.0742,0.383,131.993,254653,4,"Axwell /\ Ingrosso","6Ei5WWek37m1x9AjpSXTcJ","More Than You Know","2017-07-28"
265059,"Deep Chills","Run Free","1oIdcFtf58sZbS7QyZQJ2P",63,2017,"dance",0.727,0.69,7,-4.559,1,0.0345,0.202,3.27e-06,0.414,0.699,100.002,170562,4,"Deep Chills","37QAucQUcm3aCvRLxjtwKj","Run Free","2017-08-18"
271629,"Billie Eilish","Bored","04sN26COy28wTXYj3dMoiZ",82,2017,"electro",0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933,4,"Billie Eilish","4iyJ8i3eKbez8JXDbsHIdZ","Bored","2017-03-30"
271630,"Billie Eilish","idontwannabeyouanymore","41zXlQxzTi6cGAjpOXyLYH",79,2017,"electro",0.483,0.412,7,-8.461,1,0.0402,0.737,0,0.116,0.247,170.163,203569,3,"Billie Eilish","7fRrTyKvE4Skh93v97gtcU","dont smile at me","2017-12-22"
271635,"Billie Eilish","my boy","1RGasjWLZ4qMN7wbtkLa3u",72,2017,"electro",0.692,0.394,11,-8.745,0,0.207,0.472,0.000191,0.117,0.324,89.936,170852,4,"Billie Eilish","7fRrTyKvE4Skh93v97gtcU","dont smile at me","2017-12-22"
271640,"Billie Eilish","Ocean Eyes - Blackbear Remix","4JuZQeSRYJfLCqBgBIxxrR",63,2017,"electro",0.661,0.419,4,-9.807,0,0.0404,0.114,1.19e-05,0.0848,0.145,144.98,195307,4,"Billie Eilish","44OSkEmvHwdTFhPBCewIks","Ocean Eyes (The Remixes)","2017-01-13"
271644,"Billie Eilish","party favor","3WxmlTZ85sCYFnuIXmUAEe",66,2017,"electro",0.826,0.188,0,-12.181,1,0.0883,0.882,2.83e-06,0.103,0.205,130.022,204770,4,"Billie Eilish","7fRrTyKvE4Skh93v97gtcU","dont smile at me","2017-12-22"
271673,"Alan Walker","All Falls Down (feat. Juliander)","5yFSF6qQA1rcLsQRnBsZgb",62,2017,"electro",0.658,0.678,1,-4.407,1,0.058,0.303,0,0.361,0.662,97.976,199111,4,"Alan Walker","4hlAdqONoJhkjf8u9XMjQr","All Falls Down (feat. Juliander)","2017-10-27"
272514,"XXXTENTACION","Jocelyn Flores","7m9OqQk4RVRkw9JJdeAw96",82,2017,"emo",0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4,"XXXTENTACION","5VdyJkLe3yvOs0l4xXbWp0","17","2017-08-25"
272515,"XXXTENTACION","Fuck Love (feat. Trippie Redd)","7AQim7LbvFVZJE3O8TYgf2",80,2017,"emo",0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4,"XXXTENTACION","5VdyJkLe3yvOs0l4xXbWp0","17","2017-08-25"
272516,"XXXTENTACION","Look At Me!","7floNISpH8VF4z4459Qo18",80,2017,"emo",0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,126346,4,"XXXTENTACION","3cyyJALrHc8LawnQNFYRWL","Look At Me!","2017-02-20"
272522,"Paramore","Hard Times","0w5Bdu51Ka25Pf3hojsKHh",72,2017,"emo",0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693,4,"Paramore","1c9Sx7XdXuMptGyfCB6hHs","After Laughter","2017-05-12"
272544,"Brennan Savage","Look at Me Now","46eK1kembooWblMi7M7yLM",65,2017,"emo",0.649,0.538,0,-9.793,0,0.0918,0.0483,0.401,0.0928,0.355,160.075,150000,4,"Brennan Savage","4jYST2srvgmyufpKgh8Z9B","Look at Me Now","2017-07-01"
272549,"Paramore","Fake Happy","6t44iU80A0h8WQ7vc4OoRj",60,2017,"emo",0.734,0.626,7,-5.685,1,0.0458,0.076,6.54e-06,0.168,0.44,98.559,235707,4,"Paramore","1c9Sx7XdXuMptGyfCB6hHs","After Laughter","2017-05-12"
272561,"Lil Pump","Gucci Gang","43ZyHQITOjhciSUUNPVRHc",62,2017,"emo",0.936,0.523,5,-6.71,1,0.0597,0.239,0,0.117,0.699,119.889,124056,4,"Lil Pump","2VVvm4zJlUQm9XmBCvGN6z","Lil Pump","2017-10-06"
275709,"Anitta","Downtown","3Ga6eKrUFf12ouh9Yw3v2D",72,2017,"funk",0.775,0.679,4,-4.985,0,0.135,0.18,7.26e-05,0.068,0.619,166.008,193456,4,"Anitta","1qifX05Cb36CfsIgnhv2Lt","Downtown","2017-11-19"
275720,"Anitta","Vai malandra (feat. Tropkillaz & DJ Yuri Martins)","6u0EAxf1OJTLS7CvInuNd7",63,2017,"funk",0.876,0.55,2,-5.464,1,0.152,0.0227,4.52e-05,0.294,0.557,129.924,201532,4,"Anitta","64qlhmKkqbgdezGE9vP5YK","Vai malandra (feat. Tropkillaz & DJ Yuri Martins)","2017-12-18"
276431,"Her's","Cool with You","5wv2XK6ms7KBBVDD1cOwlx",60,2017,"garage",0.534,0.62,0,-6.775,1,0.0504,0.0124,0.000736,0.296,0.547,106.986,375656,4,"Her's","03gwRG5IvkStFnjPmgjElw","Songs of Her's","2017-05-12"
284812,"Tyler, The Creator","See You Again (feat. Kali Uchis)","7KA4W4McWYRpgf0fWsJZWB",83,2017,"hip-hop",0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4,"Tyler, The Creator","2nkto6YNI4rUYTLqEwWJ3o","Flower Boy","2017-07-21"
284814,"Kendrick Lamar","LOVE. FEAT. ZACARI.","6PGoSes0D9eUDeeAafB2As",81,2017,"hip-hop",0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,213400,4,"Kendrick Lamar","4eLPsYPBmXABThSJ821sqY","DAMN.","2017-04-14"
284815,"Kendrick Lamar","HUMBLE.","7KXjTSCq5nL1LoYtL7XAwS",83,2017,"hip-hop",0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4,"Kendrick Lamar","4eLPsYPBmXABThSJ821sqY","DAMN.","2017-04-14"
284820,"Kendrick Lamar","DNA.","6HZILIRieu8S0iqY8kIKhj",78,2017,"hip-hop",0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,185947,4,"Kendrick Lamar","4eLPsYPBmXABThSJ821sqY","DAMN.","2017-04-14"
284821,"Future","Mask Off","0VgkVdmE4gld66l8iyGjgx",81,2017,"hip-hop",0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4,"Future","17FBoXK1NU2rvJBbzdzw0r","FUTURE","2017-06-30"
284824,"GoldLink","Crew (feat. Brent Faiyaz & Shy Glizzy)","15EPc80XuFrb2LmOzGjuRg",75,2017,"hip-hop",0.728,0.607,1,-8.417,0,0.132,0.133,0,0.0864,0.445,129.938,176702,4,"GoldLink","18JrBX1QkpnUSJF3oxX6RX","At What Cost","2017-03-24"
284825,"NF","Let You Down","52okn5MNA47tk87PeZJLEL",79,2017,"hip-hop",0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,212120,4,"NF","1KOmHyNLuOe5YrPhD3Juuf","Perception","2017-10-06"
284826,"Frank Ocean","Chanel","6Nle9hKrkL1wQpwNfEkxjh",76,2017,"hip-hop",0.776,0.503,0,-5.732,0,0.237,0.874,0,0.112,0.473,110.134,210285,4,"Frank Ocean","6OGzmhzHcjf0uN9j7dYvZH","Chanel","2017-03-10"
284831,"French Montana","Unforgettable","3B54sVLJ402zGa6Xm4YGNe",81,2017,"hip-hop",0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4,"French Montana","4c2p3TdN7NcQfCXyueCNnC","Jungle Rules","2017-07-14"
284837,"Kendrick Lamar","LOYALTY. FEAT. RIHANNA.","6SwRhMLwNqEi6alNPVG00n",74,2017,"hip-hop",0.658,0.535,9,-8.983,0,0.0573,0.0265,0,0.2,0.419,110.684,227360,4,"Kendrick Lamar","4eLPsYPBmXABThSJ821sqY","DAMN.","2017-04-14"
284845,"Drake","Fake Love","343YBumqHu19cGoGARUTsd",72,2017,"hip-hop",0.928,0.481,9,-9.35,0,0.287,0.105,0,0.176,0.613,134.007,210937,4,"Drake","1lXY618HWkwYKJWBRYR4MK","More Life","2017-03-18"
284846,"A$AP Ferg","Plain Jane","4dVpf9jZjcORqGTLUaeYj9",73,2017,"hip-hop",0.797,0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142,173600,4,"A$AP Ferg","0tQ7Iu6EicQTPyhYRNWjaT","Still Striving","2017-08-18"
284848,"Tyler, The Creator","911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy)","4bEcoz1OcfMgUbp2ft8ieQ",72,2017,"hip-hop",0.48,0.61,0,-7.042,1,0.305,0.0456,0,0.313,0.297,90.034,255653,4,"Tyler, The Creator","2nkto6YNI4rUYTLqEwWJ3o","Flower Boy","2017-07-21"
284851,"NAV","Some Way","7zxRMhXxJMQCeDDg0rKAVo",72,2017,"hip-hop",0.744,0.715,0,-6.103,1,0.351,0.101,0,0.0919,0.34,154.962,179773,4,"NAV","4JR29CNW14Zc4Z5vflxkoJ","NAV","2017-02-24"
284854,"Kendrick Lamar","ELEMENT.","1EaKU4dMbesXXd3BrLCtYG",70,2017,"hip-hop",0.748,0.705,4,-4.547,0,0.485,0.204,0,0.246,0.483,189.891,208733,4,"Kendrick Lamar","4eLPsYPBmXABThSJ821sqY","DAMN.","2017-04-14"
284856,"Drake","Portland","2bjwRfXMk4uRgOD9IBYl9h",70,2017,"hip-hop",0.925,0.443,1,-8.216,1,0.264,0.0172,0,0.276,0.35,136.078,236615,4,"Drake","1lXY618HWkwYKJWBRYR4MK","More Life","2017-03-18"
284857,"Tyler, The Creator","Glitter","0qtK3XwbuG153dmwB8iepL",69,2017,"hip-hop",0.449,0.434,1,-11.777,1,0.243,0.306,2.76e-06,0.633,0.371,78.57,224893,5,"Tyler, The Creator","2nkto6YNI4rUYTLqEwWJ3o","Flower Boy","2017-07-21"
